Customer_ID,Age,Gender,Region,Channel,Marketing_Spend,Responded,Revenue,Cost,ROI
44,21,Male,South,Referral,87.76,0,0.0,104.81,0.0
45,42,Male,West,TV,87.58,1,215.48,91.05,1.37
46,31,Male,East,Referral,78.4,0,0.0,64.2,0.0
47,26,Female,South,Social Media,80.21,1,142.36,86.7,0.64
48,43,Male,North,Referral,92.81,0,0.0,94.22,0.0
49,19,Male,West,Referral,113.49,1,313.48,123.12,1.55
50,37,Male,West,TV,123.5,0,0.0,108.1,0.0
51,45,Female,South,TV,103.86,1,207.14,108.25,0.91
52,64,Female,West,Email,142.49,0,0.0,144.72,0.0
53,24,Male,East,Social Media,103.53,0,0.0,107.77,0.0
54,61,Female,South,Email,46.13,0,0.0,50.34,0.0
55,25,Male,South,TV,65.37,0,0.0,66.52,0.0
56,64,Female,West,Referral,121.0,0,0.0,112.38,0.0
57,52,Male,North,TV,90.24,1,231.04,83.35,1.77
58,31,Female,North,Phone Call,88.19,0,0.0,95.07,0.0
59,34,Female,North,Referral,71.07,0,0.0,75.72,0.0
60,53,Female,North,Email,87.99,0,0.0,85.25,0.0
61,57,Male,South,Referral,88.44,0,0.0,83.26,0.0
62,21,Male,South,Phone Call,114.72,1,233.6,120.23,0.94
63,19,Male,West,TV,92.66,0,0.0,85.7,0.0
64,23,Female,North,Social Media,138.3,1,309.56,163.92,0.89
65,59,Female,North,Social Media,80.35,1,176.99,83.45,1.12
66,21,Male,West,Social Media,106.13,1,274.68,110.04,1.5
67,46,Female,West,TV,50.33,0,0.0,43.01,0.0
68,35,Male,West,Social Media,119.77,1,275.1,125.02,1.2
69,43,Male,East,Phone Call,57.38,0,0.0,52.67,0.0
70,61,Male,West,TV,117.1,0,0.0,114.84,0.0
71,51,Male,West,Social Media,44.78,0,0.0,45.47,0.0
72,27,Female,East,Email,68.99,0,0.0,68.39,0.0
73,53,Female,North,TV,125.14,1,340.67,140.62,1.42
74,31,Female,South,TV,146.93,0,0.0,123.39,0.0
75,48,Male,North,Referral,18.51,1,29.99,16.05,0.87
76,32,Female,South,Social Media,67.31,0,0.0,58.07,0.0
77,25,Male,South,Email,154.89,1,441.84,174.52,1.53
78,31,Male,West,Phone Call,104.26,0,0.0,88.34,0.0
79,40,Male,West,TV,69.04,1,141.16,82.05,0.72
80,57,Male,East,Phone Call,144.31,1,419.23,171.39,1.45
81,38,Male,North,Phone Call,117.56,0,0.0,140.69,0.0
82,33,Male,North,Phone Call,103.3,0,0.0,123.12,0.0
83,62,Female,South,Referral,42.49,1,99.58,36.52,1.73
84,35,Female,West,Phone Call,162.88,0,0.0,173.14,0.0
85,64,Female,West,Social Media,107.87,0,0.0,103.54,0.0
86,41,Female,North,Social Media,90.71,1,207.59,99.12,1.09
87,43,Male,East,Email,143.85,0,0.0,138.44,0.0
88,42,Male,West,Email,72.5,0,0.0,69.11,0.0
89,62,Female,East,Phone Call,67.19,0,0.0,78.05,0.0
90,58,Female,North,Phone Call,70.8,0,0.0,70.65,0.0
91,46,Female,North,Referral,88.6,0,0.0,97.1,0.0
92,32,Female,East,Phone Call,100.8,1,239.14,106.85,1.24
93,62,Female,West,Phone Call,119.2,1,302.38,126.72,1.39
94,18,Female,North,Phone Call,62.47,0,0.0,58.7,0.0
95,42,Female,South,TV,109.1,0,0.0,98.3,0.0
96,24,Female,North,TV,81.92,0,0.0,94.55,0.0
97,26,Male,West,Referral,96.76,1,173.64,78.36,1.22
98,41,Male,South,Referral,136.27,0,0.0,118.45,0.0
99,18,Male,North,Social Media,114.79,1,234.06,97.93,1.39
100,61,Male,West,Referral,117.28,0,0.0,138.37,0.0
101,25,Female,West,Social Media,81.52,0,0.0,65.38,0.0
102,41,Male,North,Phone Call,157.76,0,0.0,126.72,0.0
103,28,Female,West,Referral,120.16,0,0.0,107.03,0.0
104,34,Male,East,Referral,87.26,0,0.0,79.55,0.0
105,25,Female,South,Referral,134.23,1,346.65,137.44,1.52
106,52,Female,East,Social Media,117.07,1,294.12,138.67,1.12
107,52,Male,North,Social Media,62.11,1,171.66,61.24,1.8
108,50,Male,East,Email,106.0,0,0.0,97.04,0.0
109,22,Female,North,Social Media,70.95,0,0.0,79.95,0.0
110,59,Female,North,Social Media,38.8,0,0.0,37.03,0.0
111,56,Female,West,TV,87.02,0,0.0,74.55,0.0
112,58,Male,West,Referral,134.02,0,0.0,149.81,0.0
113,45,Male,North,Social Media,144.23,0,0.0,115.52,0.0
114,24,Female,South,Referral,84.68,1,201.69,74.69,1.7
115,26,Male,South,Referral,91.44,0,0.0,96.38,0.0
116,25,Female,South,TV,141.88,1,220.5,119.32,0.85
117,29,Male,East,Referral,120.12,1,252.6,108.39,1.33
118,51,Male,North,Social Media,114.68,0,0.0,109.79,0.0
119,50,Male,West,Referral,104.18,1,265.96,99.87,1.66
120,40,Male,East,Email,121.74,0,0.0,144.77,0.0
121,41,Male,East,Email,99.1,0,0.0,106.06,0.0
122,54,Female,West,TV,145.89,0,0.0,118.87,0.0
123,52,Female,North,Social Media,96.41,0,0.0,85.67,0.0
124,61,Male,East,TV,95.94,0,0.0,100.41,0.0
125,57,Female,North,Email,38.33,0,0.0,41.61,0.0
126,39,Female,North,Social Media,131.74,1,346.37,125.45,1.76
127,44,Male,North,Referral,71.12,1,158.69,81.26,0.95
128,52,Female,West,Social Media,28.9,0,0.0,34.02,0.0
129,18,Male,North,Phone Call,94.63,0,0.0,98.95,0.0
130,52,Female,East,Social Media,89.85,0,0.0,92.09,0.0
131,54,Female,West,Referral,113.5,0,0.0,124.88,0.0
132,64,Female,West,Phone Call,119.47,0,0.0,132.95,0.0
133,31,Female,East,TV,75.17,0,0.0,66.61,0.0
134,20,Female,West,Social Media,181.6,0,0.0,180.4,0.0
135,18,Female,East,TV,93.96,0,0.0,91.98,0.0
136,22,Female,South,Social Media,49.35,0,0.0,58.07,0.0
137,43,Male,East,Email,147.48,0,0.0,124.58,0.0
138,31,Male,West,Email,121.85,0,0.0,143.47,0.0
139,56,Male,East,Referral,112.27,1,269.39,115.53,1.33
140,44,Male,South,Email,86.94,1,207.22,79.57,1.6
141,26,Female,North,Phone Call,101.37,0,0.0,116.35,0.0
142,32,Female,North,Phone Call,34.94,0,0.0,28.66,0.0
143,32,Female,North,Social Media,91.87,0,0.0,85.21,0.0
144,43,Male,West,TV,173.7,0,0.0,191.25,0.0
145,59,Male,South,Phone Call,71.37,1,127.58,80.72,0.58
146,30,Male,East,Social Media,105.3,0,0.0,91.3,0.0
147,49,Female,East,TV,49.45,1,109.91,58.19,0.89
148,56,Male,East,Email,84.38,0,0.0,69.32,0.0
149,49,Female,East,Social Media,62.04,1,121.31,60.4,1.01
150,21,Male,West,TV,112.82,0,0.0,94.65,0.0
151,47,Female,West,Referral,106.47,0,0.0,89.34,0.0
152,54,Male,South,Referral,60.91,0,0.0,71.0,0.0
153,40,Female,East,Phone Call,102.65,1,262.22,119.24,1.2
154,56,Male,North,TV,103.71,0,0.0,108.49,0.0
155,62,Male,West,Referral,105.25,0,0.0,124.88,0.0
156,32,Female,South,Phone Call,125.62,1,191.94,125.17,0.53
157,60,Female,South,Social Media,146.95,0,0.0,163.58,0.0
158,46,Male,West,Social Media,81.58,0,0.0,68.44,0.0
159,53,Female,North,TV,90.81,1,157.65,87.02,0.81
160,30,Male,North,TV,94.8,0,0.0,95.37,0.0
161,49,Female,East,TV,60.94,0,0.0,67.72,0.0
162,24,Male,West,TV,69.77,0,0.0,65.15,0.0
163,39,Female,North,Referral,116.9,0,0.0,139.36,0.0
164,45,Male,West,Referral,157.75,0,0.0,172.57,0.0
165,19,Male,South,Phone Call,68.81,0,0.0,69.72,0.0
166,59,Male,South,Referral,168.8,0,0.0,157.37,0.0
167,62,Female,South,Social Media,83.01,0,0.0,87.73,0.0
168,23,Male,West,Phone Call,136.36,1,362.14,145.8,1.48
169,45,Female,East,Referral,112.88,1,270.68,120.97,1.24
170,45,Female,East,TV,105.84,1,186.07,109.49,0.7
171,61,Female,North,Referral,87.19,0,0.0,83.72,0.0
172,61,Male,West,Email,100.48,1,158.04,113.2,0.4
173,37,Female,East,Phone Call,78.67,0,0.0,71.07,0.0
174,47,Female,West,Referral,128.37,0,0.0,134.81,0.0
175,28,Female,East,Referral,133.54,0,0.0,132.02,0.0
176,45,Male,South,Social Media,80.49,1,161.58,93.13,0.73
177,42,Female,South,TV,50.79,0,0.0,52.63,0.0
178,56,Female,North,TV,90.16,0,0.0,102.99,0.0
179,50,Female,South,Social Media,159.65,1,334.01,188.6,0.77
180,18,Female,East,Social Media,106.96,1,239.63,91.0,1.63
181,44,Male,North,Email,134.6,0,0.0,137.58,0.0
182,30,Male,North,Phone Call,72.17,0,0.0,83.25,0.0
183,58,Female,South,TV,85.41,0,0.0,98.13,0.0
184,20,Female,West,Social Media,90.68,0,0.0,79.65,0.0
185,56,Female,South,Social Media,64.87,1,162.91,64.38,1.53
186,23,Female,South,Phone Call,105.01,1,242.08,93.38,1.59
187,25,Male,North,Social Media,75.45,0,0.0,87.42,0.0
188,44,Male,South,Email,128.47,0,0.0,102.94,0.0
189,26,Male,East,Phone Call,102.68,0,0.0,91.11,0.0
190,54,Male,North,Email,144.43,0,0.0,139.17,0.0
191,50,Female,South,Referral,49.68,0,0.0,44.14,0.0
192,59,Female,West,TV,84.07,0,0.0,99.99,0.0
193,61,Male,East,Social Media,87.78,0,0.0,78.79,0.0
194,41,Male,West,Phone Call,113.9,0,0.0,107.62,0.0
195,32,Female,East,Email,87.34,1,198.56,75.95,1.61
196,49,Female,West,TV,151.67,0,0.0,177.56,0.0
197,49,Female,South,TV,94.48,0,0.0,91.12,0.0
198,41,Female,East,Social Media,72.84,0,0.0,65.9,0.0
199,58,Female,North,TV,95.17,0,0.0,85.51,0.0
200,29,Male,North,Social Media,90.23,1,262.44,93.32,1.81
201,56,Male,West,Referral,127.85,0,0.0,152.27,0.0
202,19,Female,West,Social Media,87.65,1,213.29,104.27,1.05
203,20,Female,West,Email,54.39,0,0.0,64.87,0.0
204,54,Male,East,TV,105.33,0,0.0,100.55,0.0
205,34,Female,North,TV,80.47,0,0.0,93.81,0.0
206,19,Male,South,TV,65.36,1,114.14,63.9,0.79
207,19,Male,East,Social Media,100.68,1,211.03,101.1,1.09
208,45,Male,West,Phone Call,96.04,0,0.0,96.8,0.0
209,40,Male,North,Social Media,93.39,0,0.0,77.09,0.0
210,54,Female,West,Email,107.81,0,0.0,93.89,0.0
211,49,Female,South,Social Media,82.63,1,174.76,95.4,0.83
212,50,Male,South,TV,103.48,0,0.0,119.88,0.0
213,18,Female,North,Referral,82.31,0,0.0,72.5,0.0
214,36,Female,East,Email,124.67,1,280.75,114.83,1.44
215,19,Female,South,Referral,99.29,0,0.0,112.39,0.0
216,61,Female,South,Email,152.49,1,248.03,134.45,0.84
217,43,Male,South,Email,85.15,1,197.66,98.12,1.01
218,49,Female,South,TV,110.71,1,216.88,125.03,0.73
219,23,Male,West,Social Media,133.89,1,390.97,150.36,1.6
220,49,Male,West,TV,116.09,0,0.0,134.28,0.0
221,21,Female,East,TV,104.21,0,0.0,120.34,0.0
222,28,Male,North,TV,110.08,0,0.0,128.45,0.0
223,34,Female,North,Referral,115.23,1,266.08,132.72,1.0
224,55,Female,North,Email,108.94,0,0.0,113.6,0.0
225,41,Male,South,Phone Call,99.56,0,0.0,85.93,0.0
226,22,Female,West,Social Media,122.11,1,359.49,127.45,1.82
227,51,Male,West,TV,97.46,1,251.13,114.7,1.19
228,23,Male,East,Email,70.46,0,0.0,83.64,0.0
229,39,Female,North,Social Media,161.75,0,0.0,176.54,0.0
230,28,Female,West,Phone Call,126.32,0,0.0,136.12,0.0
231,33,Female,East,Phone Call,72.65,0,0.0,85.4,0.0
232,50,Male,North,TV,92.67,0,0.0,84.93,0.0
233,26,Female,South,Phone Call,82.91,0,0.0,71.33,0.0
234,23,Male,West,Phone Call,85.06,0,0.0,77.91,0.0
235,33,Male,West,Social Media,126.01,0,0.0,148.64,0.0
236,46,Female,North,Social Media,90.05,0,0.0,79.69,0.0
237,20,Female,South,TV,157.48,1,289.62,140.14,1.07
238,37,Female,South,Email,47.0,0,0.0,41.23,0.0
239,53,Male,West,TV,99.11,0,0.0,98.51,0.0
240,36,Female,North,Referral,60.06,0,0.0,67.18,0.0
241,43,Male,East,Phone Call,109.82,1,180.18,104.63,0.72
242,20,Female,West,Email,113.42,1,228.98,95.28,1.4
243,36,Female,South,Social Media,126.97,0,0.0,139.17,0.0
244,37,Male,East,Referral,63.19,1,109.89,65.97,0.67
245,49,Male,North,Referral,112.94,0,0.0,112.0,0.0
246,24,Female,South,Phone Call,73.8,0,0.0,87.5,0.0
247,58,Female,East,Social Media,102.87,0,0.0,101.66,0.0
248,50,Female,West,Email,86.74,0,0.0,94.81,0.0
249,57,Female,South,Social Media,62.06,0,0.0,53.59,0.0
250,56,Female,North,Phone Call,121.67,0,0.0,117.61,0.0
251,35,Male,South,Referral,92.24,0,0.0,81.63,0.0
252,57,Male,West,Phone Call,125.73,0,0.0,118.09,0.0
253,18,Male,North,TV,127.87,0,0.0,126.83,0.0
254,28,Male,West,Referral,139.34,0,0.0,121.2,0.0
255,45,Female,East,Phone Call,84.8,0,0.0,95.07,0.0
256,42,Male,South,Email,72.13,1,124.86,68.56,0.82
257,40,Male,West,Email,136.02,1,398.55,157.6,1.53
258,48,Male,East,Email,103.08,0,0.0,110.29,0.0
259,47,Female,North,TV,140.47,0,0.0,122.3,0.0
260,59,Male,North,Social Media,64.52,0,0.0,68.18,0.0
261,52,Female,East,Email,120.66,1,333.42,97.65,2.41
262,24,Male,East,TV,101.29,0,0.0,113.75,0.0
263,33,Female,North,Email,98.76,0,0.0,117.49,0.0
264,43,Male,West,TV,90.35,0,0.0,96.78,0.0
265,19,Female,East,Email,66.68,0,0.0,78.06,0.0
266,18,Male,West,Social Media,119.91,1,232.42,110.07,1.11
267,29,Female,North,Phone Call,88.24,0,0.0,85.54,0.0
268,22,Female,West,Email,106.34,1,297.06,103.14,1.88
269,54,Male,West,Phone Call,157.97,1,441.78,133.46,2.31
270,49,Female,East,Email,83.89,1,234.0,93.84,1.49
271,26,Female,West,Social Media,91.07,1,212.31,90.89,1.34
272,58,Male,West,Phone Call,95.11,0,0.0,94.75,0.0
273,52,Male,West,TV,88.17,0,0.0,94.11,0.0
274,36,Female,North,Email,89.1,0,0.0,77.38,0.0
275,33,Male,North,Email,120.93,0,0.0,135.93,0.0
276,20,Male,South,TV,139.7,0,0.0,132.21,0.0
277,37,Male,North,Social Media,103.9,0,0.0,86.43,0.0
278,41,Female,North,Referral,122.2,0,0.0,107.06,0.0
279,50,Female,South,Email,94.82,0,0.0,85.44,0.0
280,41,Female,South,TV,94.06,0,0.0,81.94,0.0
281,28,Female,East,Referral,88.0,1,220.8,78.93,1.8
282,25,Female,East,Email,77.06,1,132.8,92.34,0.44
283,53,Female,North,Phone Call,137.09,1,207.49,139.16,0.49
284,55,Female,West,TV,84.94,0,0.0,88.44,0.0
285,57,Male,East,Phone Call,118.33,0,0.0,102.52,0.0
286,37,Female,East,Social Media,74.89,0,0.0,61.23,0.0
287,52,Female,North,Referral,101.38,0,0.0,93.69,0.0
288,42,Male,West,TV,99.98,0,0.0,110.77,0.0
289,52,Male,South,Email,75.13,1,151.58,76.89,0.97
290,42,Male,South,Email,89.6,0,0.0,72.06,0.0
291,46,Female,North,Referral,67.94,0,0.0,75.79,0.0
292,35,Male,North,Phone Call,100.5,1,226.54,84.58,1.68
293,63,Female,West,Phone Call,47.18,1,111.77,46.06,1.43
294,35,Female,North,TV,98.27,1,233.04,117.9,0.98
295,19,Female,North,TV,119.53,0,0.0,101.43,0.0
296,52,Male,North,Phone Call,99.61,1,246.89,112.16,1.2
297,33,Male,West,TV,78.99,0,0.0,88.45,0.0
298,58,Female,North,Phone Call,80.52,0,0.0,78.75,0.0
299,53,Female,East,Referral,136.24,0,0.0,162.85,0.0
300,50,Female,West,TV,104.75,0,0.0,96.7,0.0
301,21,Male,East,Phone Call,125.34,1,202.88,116.1,0.75
302,50,Female,West,TV,128.28,1,266.53,110.44,1.41
303,31,Male,East,Email,86.63,0,0.0,82.11,0.0
304,38,Female,West,Email,69.95,0,0.0,64.26,0.0
305,37,Male,South,Social Media,119.38,0,0.0,124.37,0.0
306,25,Female,North,Phone Call,74.28,0,0.0,60.64,0.0
307,24,Male,North,Social Media,82.29,0,0.0,76.04,0.0
308,20,Male,West,Phone Call,103.11,0,0.0,82.68,0.0
309,34,Male,East,TV,92.46,0,0.0,74.2,0.0
310,50,Male,South,Phone Call,30.58,1,68.09,34.5,0.97
311,29,Male,East,Email,62.96,0,0.0,69.25,0.0
312,39,Male,North,TV,130.26,1,383.81,142.98,1.68
313,39,Female,North,Email,97.56,0,0.0,91.85,0.0
314,63,Female,East,TV,121.98,0,0.0,131.7,0.0
315,47,Female,West,Phone Call,75.65,1,141.9,68.28,1.08
316,55,Female,West,Phone Call,66.65,0,0.0,61.56,0.0
317,55,Male,East,Email,121.66,1,292.53,124.7,1.35
318,62,Female,North,Referral,138.89,1,337.11,149.98,1.25
319,25,Male,East,Phone Call,73.82,0,0.0,66.9,0.0
320,44,Male,North,Referral,130.53,0,0.0,139.89,0.0
321,44,Male,East,TV,70.71,1,158.19,83.79,0.89
322,51,Female,West,Referral,50.89,0,0.0,50.77,0.0
323,38,Male,South,Email,117.58,0,0.0,113.21,0.0
324,47,Female,North,Social Media,71.35,1,116.17,63.72,0.82
325,50,Female,South,Social Media,63.69,0,0.0,60.03,0.0
326,45,Female,West,Email,64.34,0,0.0,65.09,0.0
327,64,Female,East,Social Media,89.57,0,0.0,105.48,0.0
328,50,Female,West,Email,48.98,0,0.0,44.29,0.0
329,22,Male,South,Phone Call,117.83,0,0.0,105.17,0.0
330,36,Male,West,Referral,114.45,0,0.0,135.53,0.0
331,21,Female,West,Social Media,114.42,0,0.0,119.26,0.0
332,52,Male,East,Phone Call,136.23,0,0.0,149.05,0.0
333,34,Female,South,Social Media,129.12,1,335.3,146.15,1.29
334,61,Male,South,TV,72.77,0,0.0,60.6,0.0
335,45,Male,South,Email,120.22,1,334.39,119.49,1.8
336,47,Male,North,Email,133.34,0,0.0,114.14,0.0
337,46,Male,West,Phone Call,124.43,1,204.28,130.61,0.56
338,63,Male,South,TV,126.67,0,0.0,149.66,0.0
339,23,Male,West,Referral,95.48,0,0.0,78.53,0.0
340,52,Male,East,TV,80.56,1,127.43,73.28,0.74
341,58,Male,East,TV,92.96,0,0.0,111.54,0.0
342,54,Male,North,Referral,79.04,1,170.64,63.41,1.69
343,41,Male,North,Referral,130.1,0,0.0,111.34,0.0
344,46,Male,East,TV,105.6,1,177.61,87.89,1.02
345,63,Male,South,Social Media,124.71,0,0.0,137.88,0.0
346,48,Male,East,Social Media,56.54,0,0.0,62.21,0.0
347,52,Female,West,TV,86.61,0,0.0,96.22,0.0
348,50,Male,North,Social Media,69.24,0,0.0,76.86,0.0
349,38,Male,North,Referral,51.23,0,0.0,58.1,0.0
350,49,Male,East,Referral,109.0,0,0.0,120.89,0.0
351,40,Male,South,Social Media,68.06,1,181.93,67.62,1.69
352,50,Male,South,Referral,88.81,0,0.0,97.53,0.0
353,20,Male,West,Email,70.86,1,152.32,73.62,1.07
354,35,Female,North,Referral,87.78,1,152.58,83.09,0.84
355,42,Female,East,TV,117.67,0,0.0,133.51,0.0
356,59,Female,East,Phone Call,71.3,0,0.0,79.51,0.0
357,48,Male,North,Social Media,86.39,0,0.0,75.11,0.0
358,20,Male,East,Social Media,115.85,0,0.0,93.81,0.0
359,57,Male,North,Referral,120.45,1,300.21,111.58,1.69
360,63,Female,South,Referral,88.18,0,0.0,84.79,0.0
361,41,Male,South,Phone Call,108.86,0,0.0,94.68,0.0
362,49,Male,East,Phone Call,124.52,0,0.0,142.21,0.0
363,64,Female,South,TV,68.3,0,0.0,55.55,0.0
364,39,Female,South,Email,78.59,0,0.0,78.07,0.0
365,40,Male,West,TV,88.78,0,0.0,73.0,0.0
366,19,Male,North,Social Media,113.4,1,189.37,115.07,0.65
367,44,Male,North,Referral,105.61,0,0.0,104.07,0.0
368,59,Male,East,TV,101.94,0,0.0,113.36,0.0
369,19,Female,North,Referral,69.16,1,145.74,74.41,0.96
370,43,Male,West,Referral,126.13,0,0.0,143.48,0.0
371,34,Male,East,TV,85.03,0,0.0,86.54,0.0
372,57,Female,East,TV,92.0,0,0.0,103.87,0.0
373,50,Male,North,Phone Call,105.86,0,0.0,115.14,0.0
374,26,Male,South,Email,159.19,0,0.0,176.99,0.0
375,60,Female,South,Phone Call,80.77,0,0.0,84.02,0.0
376,56,Female,South,Email,79.27,0,0.0,86.23,0.0
377,46,Male,South,TV,88.76,0,0.0,85.27,0.0
378,59,Female,West,Email,134.83,0,0.0,112.45,0.0
379,43,Female,East,Social Media,104.48,0,0.0,100.99,0.0
380,52,Male,South,Phone Call,111.28,1,292.78,96.74,2.03
381,42,Female,West,Phone Call,124.21,1,246.1,130.63,0.88
382,41,Male,East,Phone Call,133.82,1,351.69,121.15,1.9
383,30,Male,North,Referral,79.91,0,0.0,94.55,0.0
384,24,Male,North,Referral,115.68,0,0.0,105.1,0.0
385,53,Male,West,TV,134.58,0,0.0,112.95,0.0
386,62,Female,East,TV,106.18,1,316.22,122.34,1.58
387,37,Male,South,Referral,75.43,0,0.0,72.85,0.0
388,18,Male,East,Phone Call,69.56,1,175.79,65.55,1.68
389,25,Male,South,Referral,113.55,1,297.71,131.06,1.27
390,63,Male,West,Email,65.41,0,0.0,69.43,0.0
391,33,Female,South,Phone Call,75.61,0,0.0,76.58,0.0
392,31,Female,West,Referral,85.3,0,0.0,79.41,0.0
393,29,Female,East,TV,108.41,0,0.0,99.41,0.0
394,40,Male,East,Referral,117.51,0,0.0,121.24,0.0
395,32,Female,South,Social Media,78.7,0,0.0,78.74,0.0
396,45,Female,East,Referral,61.1,0,0.0,55.62,0.0
397,51,Male,South,Phone Call,124.49,0,0.0,108.76,0.0
398,19,Female,East,Referral,120.27,1,184.44,135.57,0.36
399,49,Male,North,TV,114.08,1,297.51,122.65,1.43
400,40,Female,South,Email,111.26,1,195.16,133.21,0.47
401,39,Female,West,Social Media,88.08,0,0.0,88.64,0.0
402,42,Female,North,Phone Call,94.67,0,0.0,113.39,0.0
403,39,Female,West,TV,102.28,0,0.0,100.67,0.0
404,39,Male,East,Social Media,74.71,0,0.0,75.76,0.0
405,59,Male,North,Referral,111.5,0,0.0,98.53,0.0
406,23,Female,East,Social Media,103.58,0,0.0,89.06,0.0
407,32,Male,South,Email,95.94,0,0.0,112.83,0.0
408,60,Female,West,Social Media,127.38,0,0.0,151.89,0.0
409,54,Female,East,Social Media,96.97,0,0.0,98.81,0.0
410,50,Female,West,Referral,119.79,1,334.82,108.88,2.08
411,25,Female,West,Referral,64.34,1,141.15,75.96,0.86
412,61,Female,East,Phone Call,125.21,1,277.67,140.07,0.98
413,61,Female,South,Referral,118.13,0,0.0,103.0,0.0
414,22,Male,West,Social Media,164.85,1,261.04,151.56,0.72
415,56,Male,East,Email,148.03,0,0.0,118.67,0.0
416,21,Female,South,Referral,128.09,0,0.0,132.29,0.0
417,23,Male,East,Phone Call,83.84,1,247.32,84.72,1.92
418,62,Female,South,Phone Call,73.44,0,0.0,63.57,0.0
419,49,Male,West,Social Media,78.25,1,221.76,73.22,2.03
420,47,Male,North,Referral,115.28,0,0.0,135.54,0.0
421,64,Male,East,Referral,138.83,0,0.0,147.1,0.0
422,52,Female,West,Phone Call,63.67,0,0.0,72.92,0.0
423,57,Male,East,Referral,74.7,1,148.54,84.81,0.75
424,33,Female,East,Social Media,101.0,0,0.0,118.0,0.0
425,30,Female,South,Email,65.93,1,172.81,53.84,2.21
426,59,Female,East,Social Media,87.32,0,0.0,79.02,0.0
427,47,Male,South,Referral,137.34,0,0.0,132.7,0.0
428,36,Male,West,Social Media,121.64,1,328.59,128.46,1.56
429,34,Male,East,TV,124.89,0,0.0,130.29,0.0
430,36,Female,West,TV,70.47,0,0.0,63.31,0.0
431,45,Female,North,Referral,47.62,0,0.0,41.77,0.0
432,43,Male,West,Referral,87.13,0,0.0,84.95,0.0
433,54,Female,East,Email,30.17,0,0.0,27.16,0.0
434,43,Male,North,Social Media,113.58,0,0.0,134.71,0.0
435,40,Male,South,Email,122.42,1,266.96,145.21,0.84
436,26,Male,North,Referral,76.43,0,0.0,64.61,0.0
437,29,Male,East,Referral,117.46,1,282.34,127.1,1.22
438,18,Female,East,Phone Call,117.3,0,0.0,104.55,0.0
439,18,Male,West,Email,66.36,0,0.0,72.14,0.0
440,64,Male,South,Referral,88.0,0,0.0,97.41,0.0
441,51,Male,East,TV,85.96,0,0.0,70.43,0.0
442,49,Male,East,Phone Call,127.98,0,0.0,137.98,0.0
443,42,Male,South,Social Media,121.97,0,0.0,141.33,0.0
444,57,Male,South,Phone Call,117.17,0,0.0,103.87,0.0
445,62,Male,West,Social Media,83.16,0,0.0,70.38,0.0
